,Location,"Latitude, Longitude",Date,Name_en,Name_ko,Latitude,Longitude,Start_date,End_date,Full_Name_en,colors
383,"Berlin, Germany","52.52045,  13.40732",12/24/1927 - 1/4/1928,NaHS,나혜석,52.52045,13.40732,12/24/1927,1/4/1928,Na Hye-seok,"rgb(188, 21, 204)"
384,"Paris, France","48.859116,  2.331839",1/4/1928 - 3/1928,NaHS,나혜석,48.859116,2.331839,1/4/1928,3/1928,Na Hye-seok,"rgb(188, 21, 204)"
385,Italy,"44.732552,  11.077303",3/1928 - 7/1928,NaHS,나혜석,44.732552,11.077303,3/1928,7/1928,Na Hye-seok,"rgb(188, 21, 204)"
386,United Kingdom,"52.418788,  -1.247349",7/1/1928 -  8/15/1928,NaHS,나혜석,52.418788,-1.247349,7/1/1928, 8/15/1928,Na Hye-seok,"rgb(188, 21, 204)"
387,"Paris, France","48.859116,  2.331839",8/15/1928 - ,NaHS,나혜석,48.859116,2.331839,8/15/1928,,Na Hye-seok,"rgb(188, 21, 204)"
388,Spain,"40.09095,  -3.464618",8/1928 - ,NaHS,나혜석,40.09095,-3.464618,8/1928,,Na Hye-seok,"rgb(188, 21, 204)"
389,"New York, NY, USA","40.68295,  -73.9708",9/23/1928 - ,NaHS,나혜석,40.68295,-73.9708,9/23/1928,,Na Hye-seok,"rgb(188, 21, 204)"
390,"San Francisco, CA, USA","37.778008,  -122.431272",1/12/1929 - ,NaHS,나혜석,37.778008,-122.431272,1/12/1929,,Na Hye-seok,"rgb(188, 21, 204)"
391,"Hawaii, USA","19.647634,  -155.533256",2/14/1929 - ,NaHS,나혜석,19.647634,-155.533256,2/14/1929,,Na Hye-seok,"rgb(188, 21, 204)"
392,"Yokohama-shi, Japan","35.531156,  139.544629",3/3/1929 - ,NaHS,나혜석,35.531156,139.544629,3/3/1929,,Na Hye-seok,"rgb(188, 21, 204)"
393,"Tokyo, Japan","35.695126,  139.75391",3/1929 (1 week) ,NaHS,나혜석,35.695126,139.75391,3/1929 (1 week) ,,Na Hye-seok,"rgb(188, 21, 204)"
394,"Busan, Korea","35.209209,  129.08836",3/12/1929 - ,NaHS,나혜석,35.209209,129.08836,3/12/1929,,Na Hye-seok,"rgb(188, 21, 204)"
395,"Suwon-si, Namsu-dong","35.209209,  129.08836",5/1930 - ,NaHS,나혜석,35.209209,129.08836,5/1930,,Na Hye-seok,"rgb(188, 21, 204)"
396,Seoul,"37.565562, 126.977178",5/1930,NaHS,나혜석,37.565562,126.977178,5/1930,,Na Hye-seok,"rgb(188, 21, 204)"
397,"Liaoning, Shenyang","41.806014, 123.426839",1930 - ,NaHS,나혜석,41.806014,123.426839,1930,,Na Hye-seok,"rgb(188, 21, 204)"
398,"Busan, Dongnae-gu","35.204657, 129.083342",1931-,NaHS,나혜석,35.204657,129.083342,1931,,Na Hye-seok,"rgb(188, 21, 204)"
399,Mt. Kumgang,"38.656358, 128.104958",5/1931 (1 month),NaHS,나혜석,38.656358,128.104958,5/1931 (1 month),,Na Hye-seok,"rgb(188, 21, 204)"
400,Yalu River,"40.785263, 125.583335",1931 (1 week) ,NaHS,나혜석,40.785263,125.583335,1931 (1 week) ,,Na Hye-seok,"rgb(188, 21, 204)"
401,"Liaoning, Shenyang","41.806014, 123.426839",1931  - ,NaHS,나혜석,41.806014,123.426839,1931,,Na Hye-seok,"rgb(188, 21, 204)"
402,"Tokyo, Japan","35.695126,  139.75391",Autumn 1931,NaHS,나혜석,35.695126,139.75391,Autumn 1931,,Na Hye-seok,"rgb(188, 21, 204)"
403,Japan ,"35.695126,  139.75391",4/1932 - ,NaHS,나혜석,35.695126,139.75391,4/1932,,Na Hye-seok,"rgb(188, 21, 204)"
404,Mt. Kumgang,"38.656358, 128.104958",summer 1932 -,NaHS,나혜석,38.656358,128.104958,summer 1932,,Na Hye-seok,"rgb(188, 21, 204)"
405,"Seoul, Susong-dong","37.572747, 126.979642",2/4/1933 - ,NaHS,나혜석,37.572747,126.979642,2/4/1933,,Na Hye-seok,"rgb(188, 21, 204)"
406,Suwon-si,"37.284836, 127.011856",3/1935 - ,NaHS,나혜석,37.284836,127.011856,3/1935,,Na Hye-seok,"rgb(188, 21, 204)"
407,"Seoul, Chungmo-ro","37.565150, 126.992804",10/24/1935-,NaHS,나혜석,37.56515,126.992804,10/24/1935,,Na Hye-seok,"rgb(188, 21, 204)"
408,"Yesan-gun, Sudeoksa","36.663209, 126.622542",1937 - ,NaHS,나혜석,36.663209,126.622542,1937,,Na Hye-seok,"rgb(188, 21, 204)"
409,"Hapcheon-gun, Haeinsa","35.801411, 128.098031",summer and autumn 1938,NaHS,나혜석,35.801411,128.098031,summer and autumn 1938,,Na Hye-seok,"rgb(188, 21, 204)"
410,"Seoul, Donam-dong","37.600553, 127.023421",1943 - ,NaHS,나혜석,37.600553,127.023421,1943,,Na Hye-seok,"rgb(188, 21, 204)"
411,Kaesong,"37.939274, 126.587216",1944 - ,NaHS,나혜석,37.939274,126.587216,1944,,Na Hye-seok,"rgb(188, 21, 204)"
412,"Seoul, Gugi-dong","37.615168, 126.955054",10/21/1944 - ,NaHS,나혜석,37.615168,126.955054,10/21/1944,,Na Hye-seok,"rgb(188, 21, 204)"
413,"Anyang, Anyang 2(i)-dong","37.411353, 126.919370",1947 - ,NaHS,나혜석,37.411353,126.91937,1947,,Na Hye-seok,"rgb(188, 21, 204)"
414,"Seoul, Yongsan-gu, Wonhyoro ","37.540970, 126.967748",12/10/1948 - ,NaHS,나혜석,37.54097,126.967748,12/10/1948,,Na Hye-seok,"rgb(188, 21, 204)"
415,"Seoul, Sajik-dong","37.574588, 126.965390",09/23/1910,YiSang,이상,37.574588,126.96539,09/23/1910,,Lee Sang,"rgb(142, 20, 120)"
416,"Seoul, Susong-dong ","37.573970, 126.980389",1922-,YiSang,이상,37.57397,126.980389,1922,,Lee Sang,"rgb(142, 20, 120)"
417,"Seoul, Dongsung-dong","37.578970, 127.003255",1926-,YiSang,이상,37.57897,127.003255,1926,,Lee Sang,"rgb(142, 20, 120)"
418,"Seoul, Sajik-dong","37.579560, 126.977047",1929-,YiSang,이상,37.57956,126.977047,1929,,Lee Sang,"rgb(142, 20, 120)"
419,Paechon ,"37.981398, 126.296085",1933-,YiSang,이상,37.981398,126.296085,1933,,Lee Sang,"rgb(142, 20, 120)"
420,"Seoul, Cheongunhyoja-dong","37.578807, 126.970860",1933-,YiSang,이상,37.578807,126.97086,1933,,Lee Sang,"rgb(142, 20, 120)"
421,Incheon,"37.456715, 126.703865",1935-,YiSang,이상,37.456715,126.703865,1935,,Lee Sang,"rgb(142, 20, 120)"
422,Songchŏn,"39.237024, 126.212395",1935-,YiSang,이상,39.237024,126.212395,1935,,Lee Sang,"rgb(142, 20, 120)"
423,Tokyo ,"35.708088, 139.731829",10/1936- ,YiSang,이상,35.708088,139.731829,10/1936,,Lee Sang,"rgb(142, 20, 120)"
424,Tokyo ,"35.693208, 139.762099",02/1937-,YiSang,이상,35.693208,139.762099,02/1937,,Lee Sang,"rgb(142, 20, 120)"
425,"Seoul, Yeongeon-dong","37.579694, 126.998978",04/17/1937 ,YiSang,이상,37.579694,126.998978,04/17/1937 ,,Lee Sang,"rgb(142, 20, 120)"
426,Pyongyang,"39.041213, 125.763430",03/03/1914,KimSR,김사량,39.041213,125.76343,03/03/1914,,Kim Sa-ryang,"rgb(203, 3, 112)"
427,Pyongyang,"39.041213, 125.763430",1928-,KimSR,김사량,39.041213,125.76343,1928,,Kim Sa-ryang,"rgb(203, 3, 112)"
428,Tokyo,"35.708646, 139.731143",1931-,KimSR,김사량,35.708646,139.731143,1931,,Kim Sa-ryang,"rgb(203, 3, 112)"
429,Saga,"33.244616, 130.302855",1933-,KimSR,김사량,33.244616,130.302855,1933,,Kim Sa-ryang,"rgb(203, 3, 112)"
430,Tokyo,"35.712677, 139.761968",04/1936-,KimSR,김사량,35.712677,139.761968,04/1936,,Kim Sa-ryang,"rgb(203, 3, 112)"
431,Pyongyang,"39.041213, 125.763430",08/1938-,KimSR,김사량,39.041213,125.76343,08/1938,,Kim Sa-ryang,"rgb(203, 3, 112)"
432,Pyongyang,"39.041213, 125.763430",01/06/1939,KimSR,김사량,39.041213,125.76343,01/06/1939,,Kim Sa-ryang,"rgb(203, 3, 112)"
433,Beijing ,"39.908692, 116.409692",03/1939,KimSR,김사량,39.908692,116.409692,03/1939,,Kim Sa-ryang,"rgb(203, 3, 112)"
434,"Seoul, Taepyeongno 1(il)-ga","37.567923, 126.975625",04/1939,KimSR,김사량,37.567923,126.975625,04/1939,,Kim Sa-ryang,"rgb(203, 3, 112)"
435,Tokyo,"35.712677, 139.761968",06/1939,KimSR,김사량,35.712677,139.761968,06/1939,,Kim Sa-ryang,"rgb(203, 3, 112)"
436,Kamakura,"35.318930, 139.546637",04/1941,KimSR,김사량,35.31893,139.546637,04/1941,,Kim Sa-ryang,"rgb(203, 3, 112)"
437,Pyongyang,"39.041213, 125.763430",1942-,KimSR,김사량,39.041213,125.76343,1942,,Kim Sa-ryang,"rgb(203, 3, 112)"
438,Tokyo,"35.709206, 139.729082",08/28/1943-,KimSR,김사량,35.709206,139.729082,08/28/1943,,Kim Sa-ryang,"rgb(203, 3, 112)"
439,Pyongyang,"39.041213, 125.763430",04/1944,KimSR,김사량,39.041213,125.76343,04/1944,,Kim Sa-ryang,"rgb(203, 3, 112)"
440,Beijing ,"39.908692, 116.409692",06/1944-08/1944,KimSR,김사량,39.908692,116.409692,06/1944,08/1944,Kim Sa-ryang,"rgb(203, 3, 112)"
441,Beijing ,"39.908692, 116.409692",05/09/1945,KimSR,김사량,39.908692,116.409692,05/09/1945,,Kim Sa-ryang,"rgb(203, 3, 112)"
442,Xingtai,"37.092465, 114.469357",05/30/1945,KimSR,김사량,37.092465,114.469357,05/30/1945,,Kim Sa-ryang,"rgb(203, 3, 112)"
443,Taihang Shan,"36.994268, 113.927692",06/02/1945,KimSR,김사량,36.994268,113.927692,06/02/1945,,Kim Sa-ryang,"rgb(203, 3, 112)"
444,Pyongyang,"39.041213, 125.763430",08/15/1945,KimSR,김사량,39.041213,125.76343,08/15/1945,,Kim Sa-ryang,"rgb(203, 3, 112)"
445,Seoul ,"37.660257, 127.006210",12/10/1945,KimSR,김사량,37.660257,127.00621,12/10/1945,,Kim Sa-ryang,"rgb(203, 3, 112)"
446,Changwon-si,"35.213232, 128.580827",7/11/1912 - ,ChiHR,지하련,35.213232,128.580827,7/11/1912,,Ji Ha-ryeon,"rgb(132, 20, 51)"
447,"Tokyo, Higashinakano","35.711414, 139.685260",1923/1924,ChiHR,지하련,35.711414,139.68526,1923/1924,,Ji Ha-ryeon,"rgb(132, 20, 51)"
448,"Tokyo, honcho","35.697022, 139.661950",1923/1924,ChiHR,지하련,35.697022,139.66195,1923/1924,,Ji Ha-ryeon,"rgb(132, 20, 51)"
449,Tokyo (assumption) ,"35.695126,  139.75391",1929/1930 (5 years) ,ChiHR,지하련,35.695126,139.75391,1929/1930 (5 years) ,,Ji Ha-ryeon,"rgb(132, 20, 51)"
450,Pyongyang,"39.038863, 125.762656",1934 - ,ChiHR,지하련,39.038863,125.762656,1934,,Ji Ha-ryeon,"rgb(132, 20, 51)"
451,"Masan, Sangnam-dong","35.211166, 128.578156",7/11/1936 - 1/1938,ChiHR,지하련,35.211166,128.578156,7/11/1936,1/1938,Ji Ha-ryeon,"rgb(132, 20, 51)"
452,"Seoul, Changsin-dong","37.575090, 127.012236",2/1938 - ,ChiHR,지하련,37.57509,127.012236,2/1938,,Ji Ha-ryeon,"rgb(132, 20, 51)"
453,"Seoul, Hoegi-dong","37.590649, 127.054936",1939 - ,ChiHR,지하련,37.590649,127.054936,1939,,Ji Ha-ryeon,"rgb(132, 20, 51)"
454,North Korea ,"40.263731, 127.588869",before 1948 - ,ChiHR,지하련,40.263731,127.588869,before 1948,,Ji Ha-ryeon,"rgb(132, 20, 51)"
455,Manchuria (Jirin?) ,"43.161312, 126.385495",1953-,ChiHR,지하련,43.161312,126.385495,1953,,Ji Ha-ryeon,"rgb(132, 20, 51)"
456,Huichon,"40.173241, 126.277647",1960 - ,ChiHR,지하련,40.173241,126.277647,1960,,Ji Ha-ryeon,"rgb(132, 20, 51)"
